implementationBatch,sourceCsvRow,state,priority,category,providerName,proposedSlug,providerRole,officialWebsite,sourceType,candidateRecommendedAction,codexDecision,existingMatchedSlug,existingMatchReason,normalizedDomain,existingDomainSlugs,coverageModel,recommendedZipPrefixesIfKnown,exactZipsIfKnown,addressCheckRequired,shouldCreateMovingTask,shouldShowInNormalRecommendations,shouldShowTrackAsService,riskLevel,codexReason
BATCH_2_LOCAL_UTILITY_REVIEW,47,AZ,High,UTILITY_TRASH,City of Mesa Trash and Recycling,mesa-trash-recycling,START_STOP_SERVICE_PROVIDER,https://www.mesaaz.gov/Utilities/Trash-Recycling,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,mesa-utilities,Same City of Mesa utilities/customer-services surface as the existing Mesa Utilities provider.,mesaaz.gov,mesa-utilities,existing_provider_update,852,,yes,no,no,no,MEDIUM,Same City of Mesa utilities/customer-services surface as the existing Mesa Utilities provider.
BATCH_2_LOCAL_UTILITY_REVIEW,46,AZ,High,UTILITY_TRASH,City of Tucson Environmental Services,tucson-environmental-services,START_STOP_SERVICE_PROVIDER,https://www.tucsonaz.gov/Departments/Environmental-Services,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,tucsonaz.gov,tucson-water,zip_prefix,857,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,50,AZ,High,UTILITY_TRASH,Gilbert Environmental Services,gilbert-environmental-services,START_STOP_SERVICE_PROVIDER,https://www.gilbertaz.gov/departments/public-works/environmental-services,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,gilbertaz.gov,,zip_prefix,852,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,45,AZ,High,UTILITY_TRASH,Phoenix Public Works Solid Waste,phoenix-public-works-solid-waste,START_STOP_SERVICE_PROVIDER,https://www.phoenix.gov/publicworks,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,phoenix.gov,phoenix-water,zip_prefix,850,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,48,AZ,High,UTILITY_TRASH,Scottsdale Solid Waste Services,scottsdale-solid-waste,START_STOP_SERVICE_PROVIDER,https://www.scottsdaleaz.gov/solid-waste,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,scottsdaleaz.gov,,zip_prefix,852,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,29,AZ,High,UTILITY_WATER,City of Chandler Water,chandler-water,START_STOP_SERVICE_PROVIDER,https://www.chandleraz.gov/residents/water,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,chandleraz.gov,,zip_prefix,852,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,32,AZ,High,UTILITY_WATER,City of Tempe Water Services,tempe-water-services,START_STOP_SERVICE_PROVIDER,https://www.tempe.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,tempe.gov,,zip_prefix,852,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,31,AZ,High,UTILITY_WATER,Glendale Water Services,glendale-water-services,START_STOP_SERVICE_PROVIDER,https://www.glendaleaz.com/live/city_services/water_services,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,glendaleaz.com,,zip_prefix,853,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,28,AZ,High,UTILITY_WATER,Scottsdale Water,scottsdale-water,START_STOP_SERVICE_PROVIDER,https://www.scottsdaleaz.gov/water,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,scottsdaleaz.gov,,zip_prefix,852,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,30,AZ,High,UTILITY_WATER,Town of Gilbert Water,gilbert-water,START_STOP_SERVICE_PROVIDER,https://www.gilbertaz.gov/departments/public-works/water,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,gilbertaz.gov,,zip_prefix,852,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,47,CA,High,UTILITY_SEWER,City of Fresno Wastewater,fresno-wastewater,START_STOP_SERVICE_PROVIDER,https://www.fresno.gov/publicutilities/,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,fresno-water,Same Fresno Public Utilities account as the planned water row; avoid duplicate water/sewer providers.,fresno.gov,,existing_provider_update,937,,yes,no,no,no,MEDIUM,Same Fresno Public Utilities account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,46,CA,High,UTILITY_SEWER,City of Sacramento Sewer,sacramento-sewer,START_STOP_SERVICE_PROVIDER,https://www.cityofsacramento.gov/utilities,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,sacramento-water,Same Sacramento utilities account as the planned water row; avoid duplicate water/sewer providers.,cityofsacramento.gov,,existing_provider_update,958,,yes,no,no,no,MEDIUM,Same Sacramento utilities account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,43,CA,High,UTILITY_SEWER,City of San Diego Public Utilities Wastewater,san-diego-public-utilities-wastewater,START_STOP_SERVICE_PROVIDER,https://www.sandiego.gov/public-utilities,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,san-diego-public-utilities-water,Same San Diego Public Utilities account as the planned water row; avoid duplicate water/sewer providers.,sandiego.gov,,existing_provider_update,919;920;921,,yes,no,no,no,MEDIUM,Same San Diego Public Utilities account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,45,CA,High,UTILITY_SEWER,EBMUD Wastewater,ebmud-wastewater,START_STOP_SERVICE_PROVIDER,https://www.ebmud.com,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,ebmud-water,Same EBMUD customer account family as the planned water row; avoid duplicate water/sewer providers.,ebmud.com,,existing_provider_update,946;947,,yes,no,no,no,MEDIUM,Same EBMUD customer account family as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,42,CA,Critical,UTILITY_SEWER,LA Sanitation and Environment Wastewater,la-sanitation-wastewater,START_STOP_SERVICE_PROVIDER,https://sanitation.lacity.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,sanitation.lacity.gov,,zip_prefix,900;901;913;914;916,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,56,CA,High,UTILITY_TRASH,City of Fresno Solid Waste Management,fresno-solid-waste,START_STOP_SERVICE_PROVIDER,https://www.fresno.gov/publicutilities/trash-disposal-recycling/,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,fresno.gov,,zip_prefix,937,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,55,CA,High,UTILITY_TRASH,City of Sacramento Recycling and Solid Waste,sacramento-recycling-solid-waste,START_STOP_SERVICE_PROVIDER,https://www.cityofsacramento.gov/public-works/RSW,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,cityofsacramento.gov,,zip_prefix,958,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,53,CA,High,UTILITY_TRASH,City of San Diego Environmental Services,san-diego-environmental-services,START_STOP_SERVICE_PROVIDER,https://www.sandiego.gov/environmental-services,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,sandiego.gov,,zip_prefix,919;920;921,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,52,CA,High,UTILITY_TRASH,LA Sanitation Solid Resources,la-sanitation-solid-resources,START_STOP_SERVICE_PROVIDER,https://sanitation.lacity.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,sanitation.lacity.gov,,zip_prefix,900;901;913;914;916,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,54,CA,High,UTILITY_TRASH,Recology San Francisco,recology-san-francisco,START_STOP_SERVICE_PROVIDER,https://www.recology.com/recology-san-francisco/,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,recology.com,,zip_prefix,941,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,60,CA,High,UTILITY_TRASH,San Jose Recycling and Garbage Services,san-jose-recycling-garbage,START_STOP_SERVICE_PROVIDER,https://www.sanjoseca.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,REJECT_RESOURCE_ONLY,,Resource row before hauler-specific mapping; not a confirmed customer account provider.,sanjoseca.gov,,none,951,,yes,no,no,no,MEDIUM,Resource row before hauler-specific mapping; not a confirmed customer account provider.
BATCH_2_LOCAL_UTILITY_REVIEW,35,CA,High,UTILITY_WATER,City of Fresno Utilities Water,fresno-water,START_STOP_SERVICE_PROVIDER,https://www.fresno.gov/publicutilities/,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,fresno.gov,,zip_prefix,937,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,34,CA,High,UTILITY_WATER,City of Sacramento Department of Utilities Water,sacramento-water,START_STOP_SERVICE_PROVIDER,https://www.cityofsacramento.gov/utilities,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,cityofsacramento.gov,,zip_prefix,958,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,31,CA,High,UTILITY_WATER,City of San Diego Public Utilities Water,san-diego-public-utilities-water,START_STOP_SERVICE_PROVIDER,https://www.sandiego.gov/public-utilities,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,sandiego.gov,,zip_prefix,919;920;921,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,33,CA,High,UTILITY_WATER,East Bay Municipal Utility District Water,ebmud-water,START_STOP_SERVICE_PROVIDER,https://www.ebmud.com,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,ebmud.com,,zip_prefix,945;946;947;948,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,36,CA,High,UTILITY_WATER,Long Beach Utilities Water,long-beach-utilities-water,START_STOP_SERVICE_PROVIDER,https://www.longbeach.gov/utilityservices/,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,longbeach.gov,,zip_prefix,908,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,37,CA,High,UTILITY_WATER,San Jose Water,san-jose-water,START_STOP_SERVICE_PROVIDER,https://www.sjwater.com,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,sjwater.com,,zip_prefix,951,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,19,CO,High,UTILITY_SEWER,Aurora Water Wastewater,aurora-wastewater,START_STOP_SERVICE_PROVIDER,https://www.auroragov.org/residents/water,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,aurora-water,Same Aurora Water account as the planned water row; avoid duplicate water/sewer providers.,auroragov.org,,existing_provider_update,800;801,,yes,no,no,no,MEDIUM,Same Aurora Water account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,21,CO,High,UTILITY_SEWER,City of Boulder Wastewater Utilities,boulder-wastewater-utilities,START_STOP_SERVICE_PROVIDER,https://bouldercolorado.gov/services/wastewater,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,boulder-water-utilities,Same Boulder utilities account as the planned water row; avoid duplicate water/sewer providers.,bouldercolorado.gov,,existing_provider_update,803,,yes,no,no,no,MEDIUM,Same Boulder utilities account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,18,CO,High,UTILITY_SEWER,Colorado Springs Utilities Wastewater,colorado-springs-utilities-wastewater,START_STOP_SERVICE_PROVIDER,https://www.csu.org,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,colorado-springs-utilities-water,Same Colorado Springs Utilities account as the planned water row; avoid duplicate water/sewer providers.,csu.org,,existing_provider_update,809,,yes,no,no,no,MEDIUM,Same Colorado Springs Utilities account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,20,CO,High,UTILITY_SEWER,Fort Collins Utilities Wastewater,fort-collins-utilities-wastewater,START_STOP_SERVICE_PROVIDER,https://www.fcgov.com/utilities,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,fort-collins-utilities-water,Same Fort Collins Utilities account as the planned water row; avoid duplicate water/sewer providers.,fcgov.com,,existing_provider_update,805,,yes,no,no,no,MEDIUM,Same Fort Collins Utilities account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,28,CO,High,UTILITY_TRASH,Fort Collins Residential Trash and Recycling,fort-collins-trash-recycling,START_STOP_SERVICE_PROVIDER,https://www.fcgov.com/recycling,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,REJECT_RESOURCE_ONLY,,City recycling/contract guidance; collection depends on private hauler/property details rather than a city utility account.,fcgov.com,,none,805,,yes,no,no,no,MEDIUM,City recycling/contract guidance; collection depends on private hauler/property details rather than a city utility account.
BATCH_2_LOCAL_UTILITY_REVIEW,10,CO,High,UTILITY_WATER,Aurora Water,aurora-water,START_STOP_SERVICE_PROVIDER,https://www.auroragov.org/residents/water,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,auroragov.org,,zip_prefix,800;801,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,12,CO,High,UTILITY_WATER,City of Boulder Water Utilities,boulder-water-utilities,START_STOP_SERVICE_PROVIDER,https://bouldercolorado.gov/services/water-utilities,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,bouldercolorado.gov,,zip_prefix,803,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,9,CO,High,UTILITY_WATER,Colorado Springs Utilities Water,colorado-springs-utilities-water,START_STOP_SERVICE_PROVIDER,https://www.csu.org,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,csu.org,,zip_prefix,809,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,11,CO,High,UTILITY_WATER,Fort Collins Utilities Water,fort-collins-utilities-water,START_STOP_SERVICE_PROVIDER,https://www.fcgov.com/utilities,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,fcgov.com,,zip_prefix,805,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,40,CT,High,UTILITY_SEWER,Bridgeport Water Pollution Control Authority,bridgeport-wpca,START_STOP_SERVICE_PROVIDER,https://www.bridgeportct.gov/government/departments/water-pollution-control-authority-wpca,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,bridgeportct.gov,,zip_prefix,066,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,39,CT,High,UTILITY_SEWER,Greater New Haven Water Pollution Control Authority,gnhwpca,START_STOP_SERVICE_PROVIDER,https://gnhwpca.com,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,gnhwpca.com,,zip_prefix,064;065,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,38,CT,High,UTILITY_SEWER,Metropolitan District Commission,mdc-ct-sewer,START_STOP_SERVICE_PROVIDER,https://themdc.org,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,mdc-ct-water,Same Metropolitan District account as the planned water row; avoid duplicate water/sewer providers.,themdc.org,,existing_provider_update,060;061,,yes,no,no,no,MEDIUM,Same Metropolitan District account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,41,CT,High,UTILITY_SEWER,Stamford Water Pollution Control Authority,stamford-wpca,START_STOP_SERVICE_PROVIDER,https://www.stamfordct.gov/government/operations/water-pollution-control-authority,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,stamfordct.gov,,zip_prefix,069,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,52,CT,High,UTILITY_TRASH,Bridgeport Sanitation and Recycling,bridgeport-sanitation-recycling,START_STOP_SERVICE_PROVIDER,https://www.bridgeportct.gov/sanitation-and-recycling-page,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,bridgeportct.gov,,zip_prefix,066,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,49,CT,High,UTILITY_TRASH,Hartford Department of Public Works Waste & Recycling,hartford-dpw-waste-recycling,START_STOP_SERVICE_PROVIDER,https://www.hartfordct.gov/Government/Departments/Public-Works,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,hartfordct.gov,,zip_prefix,061,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,50,CT,High,UTILITY_TRASH,New Haven Public Works Trash & Recycling,new-haven-public-works-trash-recycling,START_STOP_SERVICE_PROVIDER,https://www.newhavenct.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,newhavenct.gov,,zip_prefix,065,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,53,CT,High,UTILITY_TRASH,Stamford Recycling and Sanitation,stamford-recycling-sanitation,START_STOP_SERVICE_PROVIDER,https://www.stamfordct.gov/government/operations/recycling-and-sanitation/about,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,stamfordct.gov,,zip_prefix,069,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,55,CT,High,UTILITY_TRASH,Waterbury Bureau of Refuse,waterbury-bureau-refuse,START_STOP_SERVICE_PROVIDER,https://www.waterburyct.org/services/public-works/solid-waste,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,waterburyct.org,,zip_prefix,067,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,29,CT,High,UTILITY_WATER,Connecticut Water Company,connecticut-water-company,START_STOP_SERVICE_PROVIDER,https://www.ctwater.com,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_MANUAL_REVIEW,,"Real regulated water utility, but candidate territory is unknown; keep hidden until service towns/ZIPs are mapped.",ctwater.com,,live_address,,,yes,no,no,no,MEDIUM,"Real regulated water utility, but candidate territory is unknown; keep hidden until service towns/ZIPs are mapped."
BATCH_2_LOCAL_UTILITY_REVIEW,31,CT,High,UTILITY_WATER,Metropolitan District Commission,mdc-ct-water,START_STOP_SERVICE_PROVIDER,https://themdc.org,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,themdc.org,,zip_prefix,060;061,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,30,CT,High,UTILITY_WATER,South Central Connecticut Regional Water Authority,regional-water-authority-ct,START_STOP_SERVICE_PROVIDER,https://www.rwater.com,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,rwater.com,,zip_prefix,064;065,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,31,DC,High,UTILITY_SEWER,DC Water Customer Center Sewer Support,dc-water-sewer-support,START_STOP_SERVICE_PROVIDER,https://www.dcwater.com,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,dc-water,Existing DC Water provider already covers water/sewer account support.,dcwater.com,dc-water,existing_provider_update,200;202;203;204;205,,yes,no,no,no,MEDIUM,Existing DC Water provider already covers water/sewer account support.
