"implementationBatch","sourceCsvRow","state","priority","category","providerName","proposedSlug","providerRole","officialWebsite","sourceType","candidateRecommendedAction","codexDecision","existingMatchedSlug","existingMatchReason","normalizedDomain","existingDomainSlugs","coverageModel","recommendedZipPrefixesIfKnown","exactZipsIfKnown","addressCheckRequired","shouldCreateMovingTask","shouldShowInNormalRecommendations","shouldShowTrackAsService","riskLevel","codexReason"
"BATCH_3_PROVIDER_CLEANUP_PLANNING","58","DE","High","UTILITY_TRASH","City of Wilmington Trash and Recycling","wilmington-trash-recycling","START_STOP_SERVICE_PROVIDER","https://www.wilmingtonde.gov/residents/keeping-wilmington-clean/trash-collection","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","wilmington-water-utility","Same City of Wilmington municipal utility/customer account family as the existing water row; avoid duplicate trash provider without a distinct account action.","wilmingtonde.gov","wilmington-water-utility","existing_provider_update","198","","yes","no","no","no","MEDIUM","Fold into existing Wilmington Water Utility account surface unless a distinct trash/recycling account is verified."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","35","DE","High","UTILITY_WATER","City of Dover Water / Customer Services","city-of-dover-water","START_STOP_SERVICE_PROVIDER","https://www.cityofdover.gov/departments/CustomerService/utility-services","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","city-of-dover-electric","Same City of Dover utility customer-services surface as the existing Batch 1 electric row.","cityofdover.gov","city-of-dover-electric","existing_provider_update","","19901;19904","yes","no","no","no","MEDIUM","Same City of Dover utility customer-services surface as the existing Batch 1 electric row."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","34","DE","High","UTILITY_WATER","City of Newark Public Works and Water Resources","newark-de-water","START_STOP_SERVICE_PROVIDER","https://newarkde.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","city-of-newark-electric","Same City of Newark utility account/domain as the existing Batch 1 electric row.","newarkde.gov","city-of-newark-electric","existing_provider_update","","19711;19713;19716;19717","yes","no","no","no","MEDIUM","Same City of Newark utility account/domain as the existing Batch 1 electric row."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","37","DE","High","UTILITY_WATER","Lewes Board of Public Works Water","lewes-bpw-water","START_STOP_SERVICE_PROVIDER","https://www.lewesbpwde.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","lewes-bpw-electric","Same Lewes Board of Public Works customer account as the existing Batch 1 electric row.","lewesbpwde.gov","lewes-bpw-electric","existing_provider_update","","19958","yes","no","no","no","MEDIUM","Same Lewes Board of Public Works customer account as the existing Batch 1 electric row."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","38","DE","High","UTILITY_WATER","Municipal Services Commission of the City of New Castle Water","new-castle-msc-water","START_STOP_SERVICE_PROVIDER","https://newcastlemsc.delaware.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","new-castle-msc-electric","Same New Castle MSC customer account as the existing Batch 1 electric row.","newcastlemsc.delaware.gov","new-castle-msc-electric","existing_provider_update","","19720","yes","no","no","no","MEDIUM","Same New Castle MSC customer account as the existing Batch 1 electric row."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","36","DE","High","UTILITY_WATER","Town of Middletown Water","town-of-middletown-water","START_STOP_SERVICE_PROVIDER","https://www.middletown.delaware.gov/departments/Water-Wastewater","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","town-of-middletown-electric","Same Middletown utilities customer account as the existing Batch 1 electric row.","middletown.delaware.gov","town-of-middletown-electric","existing_provider_update","","19709;19734","yes","no","no","no","MEDIUM","Same Middletown utilities customer account as the existing Batch 1 electric row."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","67","FL","High","UTILITY_SEWER","City of Orlando Wastewater Division","orlando-wastewater","START_STOP_SERVICE_PROVIDER","https://www.orlando.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","ouc","Current seed already has Orlando Utilities Commission as the Orlando utility customer account surface; do not add separate wastewater row without separate account evidence.","orlando.gov","ouc","existing_provider_update","328","","yes","no","no","no","MEDIUM","Fold into existing OUC utility account surface; available artifacts do not establish a distinct wastewater customer account."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","65","FL","High","UTILITY_SEWER","Hillsborough County Wastewater","hillsborough-county-wastewater","START_STOP_SERVICE_PROVIDER","https://hcfl.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","hillsborough-county-water","Same Hillsborough County utility account as the planned water row; avoid duplicate water/sewer providers.","hcfl.gov","","existing_provider_update","335;336","","yes","no","no","no","MEDIUM","Same Hillsborough County utility account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","62","FL","High","UTILITY_SEWER","Orange County Utilities Wastewater","orange-county-utilities-wastewater","START_STOP_SERVICE_PROVIDER","https://www.orangecountyfl.net","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","orange-county-utilities-water","Same Orange County Utilities account as the planned water row; avoid duplicate water/sewer providers.","orangecountyfl.net","","existing_provider_update","327;328","","yes","no","no","no","MEDIUM","Same Orange County Utilities account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","64","FL","High","UTILITY_SEWER","Palm Beach County Water Utilities Wastewater","palm-beach-county-wastewater","START_STOP_SERVICE_PROVIDER","https://discover.pbcgov.org/waterutilities","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","palm-beach-county-water","Same Palm Beach County Water Utilities account as the planned water row; avoid duplicate water/sewer providers.","discover.pbcgov.org","","existing_provider_update","334","","yes","no","no","no","MEDIUM","Same Palm Beach County Water Utilities account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","66","FL","High","UTILITY_SEWER","Pinellas County Utilities Sewer","pinellas-county-sewer","START_STOP_SERVICE_PROVIDER","https://pinellas.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","pinellas-county-water","Same Pinellas County Utilities account as the planned water row; avoid duplicate water/sewer providers.","pinellas.gov","","existing_provider_update","337;346","","yes","no","no","no","MEDIUM","Same Pinellas County Utilities account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","80","FL","High","UTILITY_TRASH","City of Tampa Solid Waste","city-of-tampa-solid-waste","START_STOP_SERVICE_PROVIDER","https://www.tampa.gov/solidwaste","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","tampa-water","Current seed already has Tampa Water Department for the same municipal utility/customer account family; avoid duplicate solid-waste provider without distinct account evidence.","tampa.gov","tampa-water","existing_provider_update","336","","yes","no","no","no","MEDIUM","Fold into existing Tampa Water Department account surface unless a distinct solid-waste account action is verified."
